TM,Algorithm,ref
0.9148997921257122,ESM3-Open,6VQS
0.18602949547455688,ESM3-Open,7T9O
0.9291449581488239,ESM3-Open,7L1P
0.8945651274556757,ESM3-Open,6W42
0.8488855649508066,ESM3-Open,7U2U
0.8771736947025448,ESM3-Open,7LQP
0.7548386501751406,ESM3-Open,6VKA
0.8891516194035228,ESM3-Open,7L23
0.9414811601793172,ESM3-Open,6VRG
0.8897640493573594,ESM3-Open,7SIA
0.8704918953835216,ESM3-Open,6WC8
0.723101080948713,ESM3-Open,8BV2
0.9046158367934191,ESM3-Open,6LMQ
0.8918896185590874,ESM3-Open,7KE0
0.6444609967747774,ESM3-Open,6L0C
0.8976068435788496,ESM3-Open,6W0U
0.8212610941271224,ESM3-Open,6VX2
0.8948717469543125,ESM3-Open,7RQ0
0.8448273540988658,ESM3-Open,7UOQ
0.9576009560135604,ESM3-Large,8CT7
0.9272371117385982,ESM3-Large,6VLM
0.9583018618610091,ESM3-Large,6WE7
0.9651102414955793,ESM3-Large,8CT5
0.9797617485372279,ESM3-Large,7D83
0.9260092260570766,ESM3-Large,6VLH
0.9413141101319068,ESM3-Large,6VQS
0.9939961530760818,ESM3-Large,7T9O
0.9404360314908717,ESM3-Large,7L1P
0.9322305913956542,ESM3-Large,6W42
0.9934445101407038,ESM3-Large,7U2U
0.8874829559553844,ESM3-Large,7LQP
0.9256299896033505,ESM3-Large,6VKA
0.924498312122853,ESM3-Large,7L23
0.9623052971176584,ESM3-Large,6VRG
0.9374574647237232,ESM3-Large,7SIA
0.9394855346535801,ESM3-Large,6WC8
0.9931018864634545,ESM3-Large,8BV2
0.9675012652257242,ESM3-Large,6LMQ
0.9781202597239529,ESM3-Large,7KE0
0.971247599255633,ESM3-Large,6L0C
0.9249723534185164,ESM3-Large,6W0U
0.9238949459477559,ESM3-Large,6VX2
0.9071044857154483,ESM3-Large,7RQ0
0.9950503149992197,ESM3-Large,7UOQ
0.29446934535465297,Ember3D,8CT7
0.28377827316886817,Ember3D,6VLM
0.30156623219249257,Ember3D,6WE7
0.30162118491608525,Ember3D,8CT5
0.30735218338255116,Ember3D,7D83
0.2988351727053962,Ember3D,6VLH
0.3221401707771889,Ember3D,6VQS
0.30938772355568217,Ember3D,7T9O
0.28315404476227596,Ember3D,7L1P
0.3173069888423956,Ember3D,6W42
0.3085119215032216,Ember3D,7U2U
0.2963091902053754,Ember3D,7LQP
0.28981633324442996,Ember3D,6VKA
0.31801534346344307,Ember3D,7L23
0.303008134554218,Ember3D,6VRG
0.29821700565257037,Ember3D,7SIA
0.303934022251687,Ember3D,6WC8
0.3155935238569001,Ember3D,8BV2
0.2942870600733028,Ember3D,6LMQ
0.31811524070199587,Ember3D,7KE0
0.3085704237388444,Ember3D,6L0C
0.30906213096450635,Ember3D,6W0U
0.3111854290314143,Ember3D,6VX2
0.292001236145388,Ember3D,7RQ0
0.3082882723634034,Ember3D,7UOQ
